"Id_0,N,10,0","Id,N,24,15","Temporada,N,24,15","Ambito,C,7","Codreg,N,24,15","Codprov,N,24,15","Codcom,N,24,15","Numero,N,24,15","Nombre_inc,C,40","Utm_este,N,24,15","Utm_norte,N,24,15","Inicio_c,C,26","Combus_i,C,21","Causa_gene,C,76","Causa_espe,C,140","Pino_0010,N,24,15","Pino_11_17,N,24,15","Pino_18,N,24,15","Eucalipto,N,24,15","Otras_plan,N,24,15","Total_plan,N,24,15","Arbolado,N,24,15","Matorral,N,24,15","Pastizal,N,24,15","Total_veg,N,24,15","Agricola,N,24,15","Desechos,N,24,15","Total_otra,N,24,15","Sup_t_a,N,24,15"
1,1.000000000000000,2016.000000000000000,CONAF,11.000000000000000,113.000000000000000,11301.000000000000000,1.000000000000000,ISLA LAGO COCHRANE,240904.000000000000000,4763323.000000000000000,OTROS,MATORRAL,Faenas agricolas y pecuarias,1.2.4. QUEMA ILEGAL CON OTROS FINES AGRICOLAS (QUEMA SANITARIA OTRAS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.420000000000000,0.000000000000000,4.420000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.420000000000000
2,2.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,3.000000000000000,LA CASCADA,250325.000000000000000,4923756.000000000000000,CAMINO PRINCIPAL,OTROS,Faenas agricolas y pecuarias,1.2.4. QUEMA ILEGAL CON OTROS FINES AGRICOLAS (QUEMA SANITARIA OTRAS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.490000000000000,0.000000000000000,0.490000000000000,0.000000000000000,4.410000000000000,4.410000000000000,4.900000000000000
3,3.000000000000000,2016.000000000000000,CONAF,11.000000000000000,112.000000000000000,11201.000000000000000,4.000000000000000,PANGAL BAJO,211537.000000000000000,4967240.000000000000000,CAMINO SECUNDARIO,MATORRAL,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.093200000000000,0.000000000000000,0.093200000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.093200000000000
4,4.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,5.000000000000000,PDI TEJAS VERDE,262789.000000000000000,4948720.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.025000000000000,0.025000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.025000000000000
5,5.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,9.000000000000000,SAN ANDRES,265633.000000000000000,4938960.000000000000000,CAMINO PRINCIPAL,DESECHOS,Faenas forestales,1.1.5. QUEMA LEGAL DE HABILITACION DE TERRENO FORESTAL (QUEMA PARA FORESTACION),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.600000000000000,0.000000000000000,0.000000000000000,0.600000000000000,0.000000000000000,1.500000000000000,1.500000000000000,2.100000000000000
6,6.000000000000000,2016.000000000000000,CONAF,11.000000000000000,113.000000000000000,11303.000000000000000,10.000000000000000,VAGABUNDO,182125.000000000000000,4703488.000000000000000,ORILLA CURSO DE AGUA,MATORRAL,Otras actividades,1.10.4. HABITO DE FUMAR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,33.700000000000000,0.000000000000000,58.700000000000000,92.400000000000000,0.000000000000000,0.000000000000000,0.000000000000000,92.400000000000000
7,7.000000000000000,2016.000000000000000,CONAF,11.000000000000000,112.000000000000000,11202.000000000000000,11.000000000000000,PLAYA NEGRA - VALLE PALENA NORTE,230859.000000000000000,5155474.000000000000000,CAMINO PRINCIPAL,DESECHOS,Faenas forestales,1.1.5. QUEMA LEGAL DE HABILITACION DE TERRENO FORESTAL (QUEMA PARA FORESTACION),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.300000000000000,0.000000000000000,0.000000000000000,0.300000000000000,0.000000000000000,3.000000000000000,3.000000000000000,3.300000000000000
8,8.000000000000000,2016.000000000000000,CONAF,11.000000000000000,114.000000000000000,11402.000000000000000,12.000000000000000,DESAGUE LAPARENT,241885.000000000000000,4877098.000000000000000,CAMINO SECUNDARIO,MATORRAL,Faenas agricolas y pecuarias,1.2.4. QUEMA ILEGAL CON OTROS FINES AGRICOLAS (QUEMA SANITARIA OTRAS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.060000000000000,0.040000000000000,0.000000000000000,0.100000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.100000000000000
9,9.000000000000000,2016.000000000000000,CONAF,11.000000000000000,112.000000000000000,11201.000000000000000,14.000000000000000,CRUCE VALLE VERDE,223055.000000000000000,4966171.000000000000000,CAMINO SECUNDARIO,MATORRAL,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.018900000000000,0.075400000000000,0.000000000000000,0.094300000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.094300000000000
10,10.000000000000000,2016.000000000000000,CONAF,11.000000000000000,112.000000000000000,11202.000000000000000,15.000000000000000,ISLA TOTO,163943.000000000000000,5090932.000000000000000,CASA O REFUGIO,MATORRAL,Actividades recreativas,1.4.6. FUEGOS ARTIFICIALES,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.750000000000000,4.750000000000000,0.000000000000000,9.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.500000000000000
11,11.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,16.000000000000000,ROTONDA EL MATE - QUINTA BURGOS,259940.000000000000000,4948100.000000000000000,CAMINO PRINCIPAL,BASURAL,Incendios de causa desconocida,4.1.1. DESCONOCIDA (SE INVESTIGA PERO NO ES POSIBLE ESTABLECER LA CAUSA ORIGEN),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.008300000000000,0.008300000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.008300000000000
12,12.000000000000000,2016.000000000000000,CONAF,11.000000000000000,112.000000000000000,11202.000000000000000,17.000000000000000,ESTERO PLATEADO,222233.000000000000000,5129178.000000000000000,OTROS,ARBOLADO NATURAL,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000
13,13.000000000000000,2016.000000000000000,CONAF,11.000000000000000,112.000000000000000,11202.000000000000000,18.000000000000000,EL SOMBRIO,218047.000000000000000,5043477.000000000000000,CAMINO PRINCIPAL,MATORRAL,Faenas agricolas y pecuarias,1.2.4. QUEMA ILEGAL CON OTROS FINES AGRICOLAS (QUEMA SANITARIA OTRAS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.100000000000000,0.750000000000000,0.150000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000
14,14.000000000000000,2016.000000000000000,CONAF,11.000000000000000,113.000000000000000,11301.000000000000000,19.000000000000000,LAGO COCHRANE II,240904.000000000000000,4763323.000000000000000,OTROS,MATORRAL,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000
15,15.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,20.000000000000000,ESCUELA AGR?COLA / CRUCE TEJAS VERDES,263851.000000000000000,4948399.000000000000000,FAENAS AGRICOLAS,PASTIZAL,Incendios intencionales,2.1.6. PROVOCADO POR PERSONA BAJO LA INFLUENCIA DEL ALCOHOL Y/O DROGAS,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.028100000000000,0.028100000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.028100000000000
16,16.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,21.000000000000000,CRUCE TEJAS VERDES II,263741.000000000000000,4948942.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Otras actividades,1.10.5. SOLDADURA Y MONTAJE DE ESTRUCTURAS VARIAS (TORRES DE ALTA TENSION OLEODUCTOS ETC.),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.014100000000000,0.014100000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.014100000000000
17,17.000000000000000,2016.000000000000000,CONAF,11.000000000000000,113.000000000000000,11301.000000000000000,22.000000000000000,ALTA VISTA,234333.000000000000000,4619871.000000000000000,ORILLA CURSO DE AGUA,MATORRAL,Accidentes electricos,1.9.3. CORTE DE CABLE POR CAIDA DE TENDIDO ELECTRICO O POSTACION,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.010000000000000,0.000000000000000,0.010000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.010000000000000
18,18.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,23.000000000000000,CUESTA BERNABE,265093.000000000000000,4930649.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Quema de desechos,1.8.9. QUEMA ILEGAL PARA LIMPIA DE CAMINOS CANALES CUNETAS EN CAMINOS PUBLICOS,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.287100000000000,0.287100000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.287100000000000
19,19.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,24.000000000000000,MEDIALUNA EL CLARO,259155.000000000000000,4947884.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.012400000000000,0.012400000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.012400000000000
20,20.000000000000000,2016.000000000000000,CONAF,11.000000000000000,112.000000000000000,11201.000000000000000,25.000000000000000,VALLE LAGUNA,224299.000000000000000,4950447.000000000000000,CAMINO SECUNDARIO,DESECHOS,Faenas forestales,1.1.9. QUEMA LEGAL PARA REDUCCION DE COMBUSTIBLE (SILVICULTURA PREVENTIVA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.050000000000000,0.000000000000000,0.000000000000000,0.050000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.050000000000000
21,21.000000000000000,2016.000000000000000,CONAF,11.000000000000000,113.000000000000000,11302.000000000000000,26.000000000000000,EL RESBAL?N,218507.000000000000000,4658165.000000000000000,CAMINO PRINCIPAL,ARBOLADO NATURAL,Otras actividades,1.10.3. EXPLOSIONES (OLEODUCTOS POLVORINES DEPOSITOS DE COMBUSTIBLES),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.600000000000000,1.800000000000000,0.500000000000000,5.900000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.900000000000000
22,22.000000000000000,2016.000000000000000,CONAF,11.000000000000000,112.000000000000000,11201.000000000000000,27.000000000000000,CALETA VIDAL,152213.000000000000000,4977858.000000000000000,OTROS,MATORRAL,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.560000000000000,0.000000000000000,0.560000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.560000000000000
23,23.000000000000000,2016.000000000000000,CONAF,11.000000000000000,112.000000000000000,11201.000000000000000,28.000000000000000,03 TRAMOS,218628.000000000000000,4960785.000000000000000,CAMINO SECUNDARIO,PASTIZAL,Faenas forestales,1.1.4. REBROTE DE QUEMA ILEGAL DE COSECHA FORESTAL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.600000000000000,0.600000000000000,1.600000000000000
24,24.000000000000000,2016.000000000000000,CONAF,11.000000000000000,112.000000000000000,11202.000000000000000,29.000000000000000,VALLE MIRTA NORTE,229232.000000000000000,5135086.000000000000000,CAMINO PRINCIPAL,MATORRAL,Faenas agricolas y pecuarias,1.2.10. OTROS INCENDIOS POR FAENAS AGROPECUARIAS NO CLASIFICADAS,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.500000000000000,1.100000000000000,0.200000000000000,1.800000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.800000000000000
25,25.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,30.000000000000000,CERRO DIVISADERO,263186.000000000000000,4946902.000000000000000,CAMINO SECUNDARIO,PLANTACION PINO,Actividades recreativas,1.4.1. USO DE FUEGO PARA ACTIVIDADES RECREATIVAS EN AREAS NO HABILITADAS (EXCURSIONES PASEANTES ASADOS),0.000000000000000,0.000000000000000,73.000000000000000,0.000000000000000,0.000000000000000,73.000000000000000,9.100000000000000,6.400000000000000,28.900000000000000,44.400000000000000,0.000000000000000,0.000000000000000,0.000000000000000,117.400000000000000
26,26.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,32.000000000000000,EL ASERRADERO,265883.000000000000000,4938317.000000000000000,CAMINO SECUNDARIO,DESECHOS,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.600000000000000,0.400000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000
27,27.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,33.000000000000000,CEMENTERIO,261405.000000000000000,4949130.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Actividades recreativas,1.4.1. USO DE FUEGO PARA ACTIVIDADES RECREATIVAS EN AREAS NO HABILITADAS (EXCURSIONES PASEANTES ASADOS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.026100000000000,0.026100000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.026100000000000
28,28.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,34.000000000000000,BAQUEDANO,261042.000000000000000,4949268.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Actividades recreativas,1.4.1. USO DE FUEGO PARA ACTIVIDADES RECREATIVAS EN AREAS NO HABILITADAS (EXCURSIONES PASEANTES ASADOS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.100000000000000,0.100000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.100000000000000
29,29.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,36.000000000000000,MEDIALUNA,259256.000000000000000,4948326.000000000000000,CAMINO PRINCIPAL,DESECHOS,Actividades recreativas,1.4.1. USO DE FUEGO PARA ACTIVIDADES RECREATIVAS EN AREAS NO HABILITADAS (EXCURSIONES PASEANTES ASADOS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.079500000000000,0.079500000000000,0.079500000000000
